Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Reported criminal offences;Coercive control;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;1;3
Reported criminal offences;Coercive control;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Reported criminal offences;Coercive control;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Reported criminal offences;Coercive control;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;3;3
Reported criminal offences;Coercive control;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Reported criminal offences;Coercive control;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;2;4
Reported criminal offences;Coercive control;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;3;5
Reported criminal offences;Coercive control;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;3;9
Reported criminal offences;Coercive control;Region Midtjylland;0;0;0;0;0;0;0;0;0;0;0;0;30;41
Reported criminal offences;Coercive control;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;5;1
Reported criminal offences;Coercive control;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;1;3
Reported criminal offences;Coercive control;Odder;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Reported criminal offences;Coercive control;Randers;0;0;0;0;0;0;0;0;0;0;0;0;1;5
Reported criminal offences;Coercive control;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;2;3
Reported criminal offences;Coercive control;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Reported criminal offences;Coercive control;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Reported criminal offences;Coercive control;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;6;10
Reported criminal offences;Coercive control;Herning;0;0;0;0;0;0;0;0;0;0;0;0;3;5
Reported criminal offences;Coercive control;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Reported criminal offences;Coercive control;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Reported criminal offences;Coercive control;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Reported criminal offences;Coercive control;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;4;7
Reported criminal offences;Coercive control;Region Nordjylland;0;0;0;0;0;0;0;0;0;0;0;0;12;15
Reported criminal offences;Coercive control;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Reported criminal offences;Coercive control;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Reported criminal offences;Coercive control;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Reported criminal offences;Coercive control;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Reported criminal offences;Coercive control;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Reported criminal offences;Coercive control;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Coercive control;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;1;5
Reported criminal offences;Coercive control;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Reported criminal offences;Coercive control;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;7;3
Reported criminal offences;Coercive control;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;6;20
Reported criminal offences;Common assault;Region Hovedstaden;3017;2887;2708;2553;2459;2260;2390;2694;2752;2976;3348;3827;3952;3558
Reported criminal offences;Common assault;Copenhagen;1164;1044;1106;1011;997;914;1140;1337;1438;1482;1669;1876;1742;1421
Reported criminal offences;Common assault;Frederiksberg;74;92;85;63;67;73;85;98;81;113;126;133;155;159
Reported criminal offences;Common assault;Dragør;9;7;9;11;12;8;5;8;3;10;15;16;17;17
Reported criminal offences;Common assault;Tårnby;57;49;38;50;57;42;38;51;64;78;83;90;67;64
Reported criminal offences;Common assault;Albertslund;81;79;69;81;68;55;33;67;62;51;68;80;71;68
Reported criminal offences;Common assault;Ballerup;89;101;79;67;68;52;57;54;61;57;80;85;93;99
Reported criminal offences;Common assault;Brøndby;71;76;75;74;79;69;62;78;62;64;68;96;86;92
Reported criminal offences;Common assault;Gentofte;74;58;74;49;67;64;54;44;51;45;68;87;85;91
Reported criminal offences;Common assault;Gladsaxe;95;88;75;79;58;61;60;63;55;62;63;98;99;119
Reported criminal offences;Common assault;Glostrup;45;53;53;60;38;36;40;42;39;47;38;59;59;58
Reported criminal offences;Common assault;Herlev;47;50;52;51;46;32;27;40;33;30;28;44;51;58
Reported criminal offences;Common assault;Hvidovre;109;108;76;75;86;58;86;58;72;59;76;104;140;137
Reported criminal offences;Common assault;Høje-Taastrup;79;74;97;85;68;77;69;84;70;94;91;126;119;145
Reported criminal offences;Common assault;Ishøj;70;62;44;49;47;46;34;40;49;46;56;54;74;68
Reported criminal offences;Common assault;Lyngby-Taarbæk;68;66;47;53;48;62;37;43;48;47;70;71;65;69
Reported criminal offences;Common assault;Rødovre;78;70;60;57;54;44;45;57;51;52;61;55;78;75
Reported criminal offences;Common assault;Vallensbæk;9;13;16;21;22;18;9;14;18;15;10;17;31;31
Reported criminal offences;Common assault;Allerød;17;26;14;13;23;21;26;21;21;39;28;32;47;36
Reported criminal offences;Common assault;Egedal;38;53;41;34;26;24;26;12;16;37;33;38;44;36
Reported criminal offences;Common assault;Fredensborg;52;46;42;45;34;34;21;34;28;26;36;50;57;66
Reported criminal offences;Common assault;Frederikssund;81;90;62;39;35;38;52;57;46;88;89;113;93;69
Reported criminal offences;Common assault;Furesø;52;42;22;41;25;38;32;21;28;38;51;42;57;72
Reported criminal offences;Common assault;Gribskov;82;52;34;44;43;31;29;47;41;58;63;39;66;66
Reported criminal offences;Common assault;Halsnæs;59;53;53;41;38;44;32;54;47;54;77;52;63;64
Reported criminal offences;Common assault;Helsingør;152;180;175;150;159;115;103;104;100;80;110;116;167;134
Reported criminal offences;Common assault;Hillerød;114;92;82;61;77;90;56;61;62;81;76;99;133;104
Reported criminal offences;Common assault;Hørsholm;20;20;17;13;23;12;21;8;16;11;20;30;52;24
Reported criminal offences;Common assault;Rudersdal;54;43;32;57;33;42;32;31;29;30;36;60;72;67
Reported criminal offences;Common assault;Bornholm;77;100;79;79;61;60;79;66;61;82;59;65;69;49
Reported criminal offences;Common assault;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Common assault;Region Sjælland;1381;1256;1207;1176;1103;1015;1079;1126;1189;1433;1484;1553;1721;1646
Reported criminal offences;Common assault;Greve;74;67;65;55;62;49;48;62;44;49;68;58;69;79
Reported criminal offences;Common assault;Køge;107;79;74;92;94;69;64;62;61;97;103;103;109;99
Reported criminal offences;Common assault;Lejre;17;18;28;13;13;15;12;16;18;29;21;35;22;33
Reported criminal offences;Common assault;Roskilde;125;125;121;143;96;71;87;107;102;127;155;152;156;142
Reported criminal offences;Common assault;Solrød;23;23;16;28;15;26;15;9;18;12;13;18;42;27
Reported criminal offences;Common assault;Faxe;39;39;30;43;39;26;47;54;56;34;63;45;53;51
Reported criminal offences;Common assault;Guldborgsund;134;116;126;115;132;110;111;118;130;138;147;167;191;160
Reported criminal offences;Common assault;Holbæk;106;95;94;104;98;98;103;76;98;114;126;118;136;126
Reported criminal offences;Common assault;Kalundborg;93;90;85;85;66;65;49;55;77;78;79;78;95;84
Reported criminal offences;Common assault;Lolland;111;125;99;76;93;90;98;114;116;139;117;148;126;137
Reported criminal offences;Common assault;Næstved;120;127;98;79;88;77;107;113;119;152;147;164;199;163
Reported criminal offences;Common assault;Odsherred;43;27;47;53;40;42;28;57;33;38;45;44;61;75
Reported criminal offences;Common assault;Ringsted;60;60;64;53;55;46;42;41;49;66;51;49;70;72
Reported criminal offences;Common assault;Slagelse;202;151;140;112;108;120;154;130;155;198;186;191;214;211
Reported criminal offences;Common assault;Sorø;39;24;35;40;32;24;37;29;26;41;46;43;42;66
Reported criminal offences;Common assault;Stevns;25;17;14;18;17;24;14;16;15;19;23;32;31;38
Reported criminal offences;Common assault;Vordingborg;63;73;71;67;55;63;63;67;72;102;94;108;105;83
Reported criminal offences;Common assault;Region Syddanmark;2319;2265;2252;2323;2264;2057;1906;1719;1739;2228;2359;2549;2570;2191
Reported criminal offences;Common assault;Assens;65;61;69;42;48;54;35;40;45;47;47;54;54;66
Reported criminal offences;Common assault;Faaborg-Midtfyn;85;59;71;61;78;86;51;60;37;96;73;99;94;86
Reported criminal offences;Common assault;Kerteminde;33;19;27;26;20;36;27;23;24;21;28;50;32;47
Reported criminal offences;Common assault;Langeland;15;26;21;23;17;18;15;17;13;18;30;30;33;19
Reported criminal offences;Common assault;Middelfart;49;52;42;53;57;51;37;41;41;42;67;46;66;58
Reported criminal offences;Common assault;Nordfyns;48;50;50;39;37;35;37;42;25;36;39;52;63;48
Reported criminal offences;Common assault;Nyborg;51;72;77;77;70;77;57;80;54;63;59;81;97;55
Reported criminal offences;Common assault;Odense;581;513;462;490;466;395;428;377;365;402;445;472;456;416
Reported criminal offences;Common assault;Svendborg;95;101;84;94;87;88;67;79;72;87;94;119;101;71
Reported criminal offences;Common assault;Ærø;4;8;11;5;3;7;9;4;1;5;2;5;3;3
Reported criminal offences;Common assault;Billund;36;31;30;45;41;27;28;19;31;34;40;42;45;23
Reported criminal offences;Common assault;Esbjerg;285;258;276;313;301;283;286;231;245;334;305;277;302;240
Reported criminal offences;Common assault;Fanø;4;4;5;3;6;5;5;3;4;1;4;10;6;6
Reported criminal offences;Common assault;Fredericia;110;123;124;128;117;87;79;66;77;95;128;127;130;108
Reported criminal offences;Common assault;Haderslev;90;98;83;94;97;93;80;62;68;86;97;105;132;93
Reported criminal offences;Common assault;Kolding;175;180;168;156;153;112;121;88;130;133;192;190;197;228
Reported criminal offences;Common assault;Sønderborg;139;115;116;115;156;126;128;104;104;184;131;148;146;132
Reported criminal offences;Common assault;Tønder;67;61;57;78;68;68;46;42;44;80;77;131;85;81
Reported criminal offences;Common assault;Varde;57;54;91;69;77;61;61;48;53;63;85;96;91;67
Reported criminal offences;Common assault;Vejen;69;69;69;64;55;49;66;60;47;59;44;60;63;54
Reported criminal offences;Common assault;Vejle;147;164;181;197;180;176;126;137;167;203;248;235;237;176
Reported criminal offences;Common assault;Aabenraa;114;147;138;151;130;123;117;96;92;139;124;120;137;114
Reported criminal offences;Common assault;Region Midtjylland;2160;2242;1961;1987;2001;1850;1680;1642;1723;1967;2098;2194;2450;2013
Reported criminal offences;Common assault;Favrskov;54;61;42;46;55;39;41;42;35;56;45;44;58;46
Reported criminal offences;Common assault;Hedensted;55;42;32;35;33;29;26;39;41;45;75;72;66;51
Reported criminal offences;Common assault;Horsens;169;155;138;158;133;104;111;110;101;114;182;208;183;194
Reported criminal offences;Common assault;Norddjurs;96;87;85;46;68;66;50;40;60;70;41;67;60;93
Reported criminal offences;Common assault;Odder;32;32;30;20;19;25;23;29;19;21;27;23;34;23
Reported criminal offences;Common assault;Randers;191;217;184;200;175;182;179;179;141;186;185;202;219;170
Reported criminal offences;Common assault;Samsø;5;8;5;12;8;6;2;7;6;11;3;8;10;7
Reported criminal offences;Common assault;Silkeborg;101;106;100;124;111;128;96;101;110;106;111;119;177;134
Reported criminal offences;Common assault;Skanderborg;64;56;53;46;54;26;32;21;42;41;60;55;80;46
Reported criminal offences;Common assault;Syddjurs;74;55;78;54;33;46;38;25;31;42;49;43;39;47
Reported criminal offences;Common assault;Aarhus;695;728;689;712;780;707;667;588;598;718;730;696;696;501
Reported criminal offences;Common assault;Herning;104;119;108;107;86;96;91;104;110;129;142;164;200;145
Reported criminal offences;Common assault;Holstebro;96;125;78;77;91;99;74;74;97;75;84;114;107;123
Reported criminal offences;Common assault;Ikast-Brande;46;43;38;48;47;51;28;45;40;53;66;62;88;82
Reported criminal offences;Common assault;Lemvig;29;23;29;24;39;23;22;17;26;18;13;24;30;23
Reported criminal offences;Common assault;Ringkøbing-Skjern;67;81;56;59;75;53;41;55;42;49;35;48;69;67
Reported criminal offences;Common assault;Skive;97;102;79;69;62;62;60;47;65;72;77;67;110;72
Reported criminal offences;Common assault;Struer;33;35;34;22;30;27;29;34;37;30;46;35;50;34
Reported criminal offences;Common assault;Viborg;152;167;103;128;102;81;70;85;122;131;127;143;174;155
Reported criminal offences;Common assault;Region Nordjylland;981;902;872;869;925;811;796;657;720;869;876;811;905;772
Reported criminal offences;Common assault;Brønderslev;51;36;27;31;43;37;38;33;44;33;38;39;61;46
Reported criminal offences;Common assault;Frederikshavn;94;96;84;93;93;71;64;61;76;93;88;80;66;73
Reported criminal offences;Common assault;Hjørring;131;111;98;113;102;94;96;79;78;80;72;78;64;78
Reported criminal offences;Common assault;Jammerbugt;44;61;43;35;43;46;46;30;46;45;35;55;54;42
Reported criminal offences;Common assault;Læsø;1;2;3;4;1;2;2;0;5;0;0;1;2;0
Reported criminal offences;Common assault;Mariagerfjord;88;76;73;59;68;41;54;27;36;49;62;64;44;54
Reported criminal offences;Common assault;Morsø;40;27;29;26;29;47;21;25;27;25;38;26;62;36
Reported criminal offences;Common assault;Rebild;17;22;28;19;22;15;25;11;15;18;28;13;31;22
Reported criminal offences;Common assault;Thisted;77;68;84;55;73;60;64;44;71;84;90;58;98;66
Reported criminal offences;Common assault;Vesthimmerlands;65;60;54;48;54;58;41;41;42;54;52;47;53;56
Reported criminal offences;Common assault;Aalborg;373;343;349;386;397;340;345;306;280;388;373;350;370;299
Reported criminal offences;Common assault;Unknown municipality;58;37;30;32;41;40;47;45;42;77;82;90;88;64
Reported criminal offences;Assault causing actual bodily harm;Region Hovedstaden;645;504;510;522;526;531;510;590;559;713;827;739;796;692
Reported criminal offences;Assault causing actual bodily harm;Copenhagen;269;231;220;207;243;265;274;301;302;426;533;422;475;349
Reported criminal offences;Assault causing actual bodily harm;Frederiksberg;23;11;15;13;7;12;19;15;14;23;30;24;15;22
Reported criminal offences;Assault causing actual bodily harm;Dragør;1;0;1;0;2;0;1;1;1;1;1;3;5;3
Reported criminal offences;Assault causing actual bodily harm;Tårnby;6;8;10;5;6;5;6;9;14;15;11;18;22;10
Reported criminal offences;Assault causing actual bodily harm;Albertslund;23;12;9;12;11;9;11;17;10;11;13;13;17;18
Reported criminal offences;Assault causing actual bodily harm;Ballerup;16;7;12;14;11;17;19;16;8;14;12;13;22;20
Reported criminal offences;Assault causing actual bodily harm;Brøndby;21;11;6;7;11;5;9;4;11;13;15;10;19;18
Reported criminal offences;Assault causing actual bodily harm;Gentofte;11;5;13;14;8;6;9;10;12;5;14;15;10;14
Reported criminal offences;Assault causing actual bodily harm;Gladsaxe;21;7;16;15;12;22;10;10;7;16;11;13;11;16
Reported criminal offences;Assault causing actual bodily harm;Glostrup;17;8;9;6;7;11;6;6;4;7;9;10;11;11
Reported criminal offences;Assault causing actual bodily harm;Herlev;10;7;7;10;14;5;6;10;7;8;4;13;12;7
Reported criminal offences;Assault causing actual bodily harm;Hvidovre;26;16;9;19;10;10;11;9;12;12;11;15;21;27
Reported criminal offences;Assault causing actual bodily harm;Høje-Taastrup;14;12;15;17;9;10;15;16;20;25;22;29;20;35
Reported criminal offences;Assault causing actual bodily harm;Ishøj;9;10;4;12;8;9;11;5;7;11;6;8;12;19
Reported criminal offences;Assault causing actual bodily harm;Lyngby-Taarbæk;16;4;10;7;13;6;6;9;6;9;7;9;7;6
Reported criminal offences;Assault causing actual bodily harm;Rødovre;18;12;9;11;5;8;15;9;18;5;16;19;15;22
Reported criminal offences;Assault causing actual bodily harm;Vallensbæk;2;1;0;1;4;1;0;1;3;2;1;5;1;1
Reported criminal offences;Assault causing actual bodily harm;Allerød;4;6;12;5;10;7;5;5;5;15;2;2;7;1
Reported criminal offences;Assault causing actual bodily harm;Egedal;12;9;4;7;5;6;3;5;1;2;2;6;4;5
Reported criminal offences;Assault causing actual bodily harm;Fredensborg;9;7;7;10;11;7;7;20;5;6;9;9;9;6
Reported criminal offences;Assault causing actual bodily harm;Frederikssund;19;13;22;16;10;10;7;13;11;8;12;5;11;15
Reported criminal offences;Assault causing actual bodily harm;Furesø;7;8;7;4;8;11;1;10;7;12;16;6;6;9
Reported criminal offences;Assault causing actual bodily harm;Gribskov;14;11;20;8;11;8;7;14;11;6;11;4;7;4
Reported criminal offences;Assault causing actual bodily harm;Halsnæs;11;17;14;17;8;16;11;8;10;8;10;10;5;7
Reported criminal offences;Assault causing actual bodily harm;Helsingør;30;22;16;36;37;23;19;36;27;24;21;14;15;14
Reported criminal offences;Assault causing actual bodily harm;Hillerød;13;27;18;17;21;12;10;8;12;17;11;19;11;14
Reported criminal offences;Assault causing actual bodily harm;Hørsholm;3;1;3;7;3;4;1;3;0;2;4;8;4;5
Reported criminal offences;Assault causing actual bodily harm;Rudersdal;3;6;8;7;9;5;5;5;5;3;4;7;12;6
Reported criminal offences;Assault causing actual bodily harm;Bornholm;17;15;14;18;12;21;6;15;9;7;9;10;10;8
Reported criminal offences;Assault causing actual bodily harm;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Assault causing actual bodily harm;Region Sjælland;200;234;246;253;235;236;240;225;196;217;258;231;283;256
Reported criminal offences;Assault causing actual bodily harm;Greve;9;26;18;22;10;11;11;15;9;8;11;6;11;9
Reported criminal offences;Assault causing actual bodily harm;Køge;17;7;19;12;4;12;9;17;14;20;9;15;16;16
Reported criminal offences;Assault causing actual bodily harm;Lejre;3;2;0;3;3;6;6;7;3;4;4;4;3;2
Reported criminal offences;Assault causing actual bodily harm;Roskilde;27;19;33;23;18;25;18;28;22;23;18;20;17;17
Reported criminal offences;Assault causing actual bodily harm;Solrød;3;1;4;2;4;2;1;2;1;2;6;0;6;1
Reported criminal offences;Assault causing actual bodily harm;Faxe;9;10;9;8;14;10;10;17;11;5;16;6;5;10
Reported criminal offences;Assault causing actual bodily harm;Guldborgsund;25;29;18;24;39;29;42;14;38;30;26;31;58;39
Reported criminal offences;Assault causing actual bodily harm;Holbæk;21;22;8;22;27;30;25;19;14;17;23;11;24;22
Reported criminal offences;Assault causing actual bodily harm;Kalundborg;8;9;21;16;15;15;11;19;16;16;19;17;15;13
Reported criminal offences;Assault causing actual bodily harm;Lolland;16;24;20;22;15;14;12;16;9;26;25;35;33;25
Reported criminal offences;Assault causing actual bodily harm;Næstved;17;23;29;16;11;13;22;22;7;16;33;16;17;24
Reported criminal offences;Assault causing actual bodily harm;Odsherred;9;9;6;15;11;10;7;12;7;4;14;9;6;10
Reported criminal offences;Assault causing actual bodily harm;Ringsted;9;8;6;12;14;14;5;4;4;4;11;9;3;7
Reported criminal offences;Assault causing actual bodily harm;Slagelse;16;22;26;28;25;28;40;22;22;24;18;25;50;40
Reported criminal offences;Assault causing actual bodily harm;Sorø;3;6;5;7;7;5;8;6;8;3;7;6;0;4
Reported criminal offences;Assault causing actual bodily harm;Stevns;5;2;3;1;5;3;7;0;2;2;1;5;3;4
Reported criminal offences;Assault causing actual bodily harm;Vordingborg;3;15;21;20;13;9;6;5;9;13;17;16;16;13
Reported criminal offences;Assault causing actual bodily harm;Region Syddanmark;371;370;372;378;362;370;275;295;288;324;266;353;327;343
Reported criminal offences;Assault causing actual bodily harm;Assens;11;6;8;13;2;9;7;6;6;6;3;3;6;9
Reported criminal offences;Assault causing actual bodily harm;Faaborg-Midtfyn;17;15;13;15;13;7;7;12;9;20;3;10;4;10
Reported criminal offences;Assault causing actual bodily harm;Kerteminde;12;2;2;4;2;5;3;2;6;5;4;4;3;6
Reported criminal offences;Assault causing actual bodily harm;Langeland;5;3;2;7;4;4;7;0;6;2;1;4;3;5
Reported criminal offences;Assault causing actual bodily harm;Middelfart;6;16;3;11;9;9;5;12;3;6;5;3;7;9
Reported criminal offences;Assault causing actual bodily harm;Nordfyns;8;10;10;10;8;6;4;8;1;4;4;10;6;6
Reported criminal offences;Assault causing actual bodily harm;Nyborg;10;11;6;29;13;7;13;13;10;15;12;10;7;6
Reported criminal offences;Assault causing actual bodily harm;Odense;94;94;94;74;85;81;53;46;61;59;52;62;35;48
Reported criminal offences;Assault causing actual bodily harm;Svendborg;22;20;20;17;21;15;12;11;7;9;10;19;15;13
Reported criminal offences;Assault causing actual bodily harm;Ærø;1;2;0;1;1;3;0;0;0;1;1;0;0;0
Reported criminal offences;Assault causing actual bodily harm;Billund;7;6;5;8;5;6;10;8;5;6;6;6;7;4
Reported criminal offences;Assault causing actual bodily harm;Esbjerg;57;54;59;51;46;65;48;46;54;43;37;41;47;65
Reported criminal offences;Assault causing actual bodily harm;Fanø;3;0;0;0;0;0;1;0;0;0;0;1;1;0
Reported criminal offences;Assault causing actual bodily harm;Fredericia;13;15;11;18;17;16;15;9;18;18;14;21;22;12
Reported criminal offences;Assault causing actual bodily harm;Haderslev;10;18;9;16;12;18;13;8;5;15;12;17;19;21
Reported criminal offences;Assault causing actual bodily harm;Kolding;21;20;20;22;19;30;18;26;22;21;13;39;35;39
Reported criminal offences;Assault causing actual bodily harm;Sønderborg;14;17;19;12;20;13;11;8;9;22;18;13;26;18
Reported criminal offences;Assault causing actual bodily harm;Tønder;9;11;12;8;14;11;4;26;13;17;9;8;7;11
Reported criminal offences;Assault causing actual bodily harm;Varde;8;12;13;5;7;17;10;11;10;7;12;21;14;12
Reported criminal offences;Assault causing actual bodily harm;Vejen;14;7;16;12;10;15;6;8;6;4;9;10;9;7
Reported criminal offences;Assault causing actual bodily harm;Vejle;21;18;21;25;31;21;12;16;19;25;24;39;39;30
Reported criminal offences;Assault causing actual bodily harm;Aabenraa;8;13;29;20;23;12;16;19;18;19;17;12;15;12
Reported criminal offences;Assault causing actual bodily harm;Region Midtjylland;335;402;349;443;401;353;317;286;291;328;376;365;404;390
Reported criminal offences;Assault causing actual bodily harm;Favrskov;9;7;10;7;11;11;5;8;17;8;7;8;21;11
Reported criminal offences;Assault causing actual bodily harm;Hedensted;5;12;14;6;6;7;5;5;5;3;4;7;9;6
Reported criminal offences;Assault causing actual bodily harm;Horsens;39;40;29;36;30;29;22;22;22;32;27;35;29;46
Reported criminal offences;Assault causing actual bodily harm;Norddjurs;10;17;18;7;13;11;8;11;11;12;21;13;15;15
Reported criminal offences;Assault causing actual bodily harm;Odder;2;4;4;2;5;2;1;2;1;5;2;7;6;2
