Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Other kinds of theft;Lyngby-Taarbæk;72;67;40;53;94;86;68;61;44;49;34;160;37;73
Other kinds of theft;Rødovre;79;54;60;142;119;123;75;58;77;38;31;43;36;48
Other kinds of theft;Vallensbæk;10;12;11;10;13;10;12;12;10;7;14;5;24;5
Other kinds of theft;Allerød;16;21;15;29;37;22;25;18;14;27;16;10;5;3
Other kinds of theft;Egedal;31;35;32;41;33;14;30;27;100;20;31;16;5;9
Other kinds of theft;Fredensborg;22;41;32;39;28;40;58;36;24;22;21;17;5;18
Other kinds of theft;Frederikssund;56;53;50;77;47;45;65;50;34;33;37;31;5;39
Other kinds of theft;Furesø;22;15;22;36;33;52;42;37;31;21;7;21;32;12
Other kinds of theft;Gribskov;39;33;41;55;58;75;25;42;25;31;19;18;30;36
Other kinds of theft;Halsnæs;32;44;48;36;35;37;19;22;29;16;38;8;18;32
Other kinds of theft;Helsingør;95;88;74;122;98;93;204;72;27;41;35;42;19;50
Other kinds of theft;Hillerød;75;61;54;83;120;109;81;95;47;63;80;68;25;66
Other kinds of theft;Hørsholm;29;19;25;25;50;22;26;20;32;23;14;6;20;18
Other kinds of theft;Rudersdal;34;33;41;32;39;42;39;35;44;30;23;26;30;31
Other kinds of theft;Bornholm;68;63;59;49;51;90;60;42;59;12;42;27;19;14
Other kinds of theft;Christiansø;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Other kinds of theft;Greve;57;56;70;82;71;65;52;62;49;45;26;69;11;43
Other kinds of theft;Køge;68;89;69;72;127;108;148;125;66;62;56;44;46;70
Other kinds of theft;Lejre;19;17;25;29;47;53;32;30;16;14;9;13;7;7
Other kinds of theft;Roskilde;134;134;119;134;368;229;188;189;188;112;155;329;46;37
Other kinds of theft;Solrød;17;14;26;21;24;27;22;25;16;12;46;57;3;6
Other kinds of theft;Faxe;19;19;22;54;48;43;70;29;36;48;14;23;21;35
Other kinds of theft;Guldborgsund;112;103;126;103;111;94;142;84;100;92;100;72;80;68
Other kinds of theft;Holbæk;84;101;88;183;141;134;116;126;76;64;81;75;82;42
Other kinds of theft;Kalundborg;77;77;53;88;90;63;58;56;64;77;80;36;23;30
Other kinds of theft;Lolland;77;69;100;90;88;62;71;110;115;56;56;74;68;72
Other kinds of theft;Næstved;141;118;83;88;174;101;206;116;80;139;167;200;51;125
Other kinds of theft;Odsherred;32;40;42;49;61;36;55;64;37;37;48;112;29;23
Other kinds of theft;Ringsted;31;20;28;32;61;46;35;53;49;27;28;27;20;13
Other kinds of theft;Slagelse;151;121;100;161;240;183;142;129;110;175;165;122;114;764
Other kinds of theft;Sorø;30;24;30;31;51;75;38;36;43;38;76;23;28;42
Other kinds of theft;Stevns;7;8;10;16;9;14;10;12;10;13;15;7;4;9
Other kinds of theft;Vordingborg;66;92;61;78;104;69;77;67;51;40;62;36;45;18
Other kinds of theft;Assens;43;69;45;78;73;41;85;64;41;30;27;20;56;90
Other kinds of theft;Faaborg-Midtfyn;26;38;34;44;86;47;52;54;37;23;74;30;28;27
Other kinds of theft;Kerteminde;32;7;17;21;22;33;38;29;21;8;36;9;24;20
Other kinds of theft;Langeland;14;17;18;24;15;24;15;7;8;14;12;5;3;5
Other kinds of theft;Middelfart;91;69;37;43;79;61;44;51;35;32;30;24;90;62
Other kinds of theft;Nordfyns;18;20;26;34;53;30;26;27;28;17;19;78;20;36
Other kinds of theft;Nyborg;41;82;67;96;100;127;86;70;35;42;21;34;27;32
Other kinds of theft;Odense;386;265;349;460;426;339;379;324;281;172;257;192;259;373
Other kinds of theft;Svendborg;75;87;111;117;142;69;121;68;69;30;44;40;44;31
Other kinds of theft;Ærø;4;9;0;4;0;5;3;2;3;0;6;2;0;1
Other kinds of theft;Billund;29;30;41;51;76;95;43;41;50;64;32;37;34;24
Other kinds of theft;Esbjerg;170;189;209;259;310;224;175;262;159;158;145;180;147;118
Other kinds of theft;Fanø;6;3;1;0;5;4;3;3;4;2;5;9;2;4
Other kinds of theft;Fredericia;134;155;95;204;187;160;352;130;185;107;75;55;75;72
Other kinds of theft;Haderslev;121;97;110;102;164;148;137;158;100;82;98;70;50;35
Other kinds of theft;Kolding;203;235;199;176;227;166;204;271;236;110;132;123;107;103
Other kinds of theft;Sønderborg;87;129;70;119;147;124;107;121;62;52;75;51;82;69
Other kinds of theft;Tønder;83;65;45;57;101;71;99;78;59;38;44;37;61;38
Other kinds of theft;Varde;56;44;59;59;98;91;76;65;74;90;90;32;51;23
Other kinds of theft;Vejen;97;50;65;89;115;92;119;80;53;51;47;20;21;40
Other kinds of theft;Vejle;125;123;152;174;220;235;148;183;139;108;126;101;152;71
Other kinds of theft;Aabenraa;138;116;106;128;162;137;142;195;94;85;96;83;91;68
Other kinds of theft;Favrskov;38;55;52;50;48;45;37;52;34;83;47;34;20;23
Other kinds of theft;Hedensted;45;41;46;73;81;73;40;50;55;60;38;25;19;30
Other kinds of theft;Horsens;189;123;151;207;208;222;155;164;166;92;154;94;97;92
Other kinds of theft;Norddjurs;61;60;50;67;62;48;37;36;42;417;27;25;27;38
Other kinds of theft;Odder;4;17;16;14;15;20;12;21;8;12;22;10;7;4
Other kinds of theft;Randers;174;101;167;142;184;172;154;120;92;162;111;75;48;130
Other kinds of theft;Samsø;1;3;3;2;4;1;1;4;4;1;3;0;0;1
Other kinds of theft;Silkeborg;117;122;127;124;147;168;124;98;94;102;96;73;69;101
Other kinds of theft;Skanderborg;89;73;75;93;96;133;126;130;111;48;130;25;25;41
Other kinds of theft;Syddjurs;53;49;42;51;70;54;68;39;48;29;29;27;12;46
Other kinds of theft;Aarhus;415;396;343;502;510;551;473;530;443;799;381;262;259;257
Other kinds of theft;Herning;133;115;152;110;160;132;117;110;112;122;101;187;123;78
Other kinds of theft;Holstebro;83;64;78;72;68;85;85;57;68;43;54;36;62;134
Other kinds of theft;Ikast-Brande;46;40;43;60;69;95;64;43;26;47;38;15;15;25
Other kinds of theft;Lemvig;27;8;8;23;13;16;17;6;15;14;12;8;4;14
Other kinds of theft;Ringkøbing-Skjern;61;83;67;65;97;82;79;78;56;77;84;39;30;33
Other kinds of theft;Skive;48;50;52;71;94;66;88;70;87;85;69;42;56;31
Other kinds of theft;Struer;21;34;16;30;24;16;19;29;22;22;14;8;9;16
Other kinds of theft;Viborg;93;104;90;114;139;124;129;150;147;79;91;123;124;69
Other kinds of theft;Brønderslev;35;48;45;28;66;58;77;88;35;25;22;98;31;16
Other kinds of theft;Frederikshavn;76;61;101;76;98;99;66;76;85;82;52;44;44;52
Other kinds of theft;Hjørring;179;108;134;131;129;85;78;90;93;72;55;44;38;36
Other kinds of theft;Jammerbugt;22;42;35;33;52;69;65;54;23;13;22;10;16;23
Other kinds of theft;Læsø;0;0;2;0;0;0;3;0;1;2;0;0;0;0
Other kinds of theft;Mariagerfjord;39;33;51;51;75;67;70;160;44;33;44;25;24;40
Other kinds of theft;Morsø;22;24;19;21;33;13;40;7;44;23;35;10;6;22
Other kinds of theft;Rebild;21;46;42;24;42;51;49;29;23;15;32;6;29;11
Other kinds of theft;Thisted;72;48;42;51;71;46;43;32;40;37;38;37;100;29
Other kinds of theft;Vesthimmerlands;36;52;39;41;68;55;87;76;34;30;30;19;14;25
Other kinds of theft;Aalborg;344;282;305;295;535;467;448;343;177;186;247;136;138;210
Other kinds of theft;Unknown municipality;212;200;189;264;332;269;348;249;153;191;112;108;105;115
Theft of/taking vehicle without the owners consent (TWOC);Copenhagen;314;294;218;245;216;206;180;188;210;183;230;186;152;170
Theft of/taking vehicle without the owners consent (TWOC);Frederiksberg;32;31;28;30;32;21;15;22;30;24;19;21;17;16
Theft of/taking vehicle without the owners consent (TWOC);Dragør;1;5;5;0;4;2;1;3;2;2;0;4;1;5
Theft of/taking vehicle without the owners consent (TWOC);Tårnby;20;20;27;19;18;14;16;24;19;37;15;16;13;23
Theft of/taking vehicle without the owners consent (TWOC);Albertslund;11;17;9;9;9;10;7;7;10;5;11;8;11;8
Theft of/taking vehicle without the owners consent (TWOC);Ballerup;19;17;21;19;21;14;16;15;21;15;18;12;12;7
Theft of/taking vehicle without the owners consent (TWOC);Brøndby;16;22;23;27;14;18;13;17;22;16;10;17;16;12
Theft of/taking vehicle without the owners consent (TWOC);Gentofte;19;22;24;12;12;18;19;24;6;14;14;18;23;23
Theft of/taking vehicle without the owners consent (TWOC);Gladsaxe;15;16;19;14;13;29;26;8;22;30;18;27;9;16
Theft of/taking vehicle without the owners consent (TWOC);Glostrup;9;16;14;10;8;5;10;12;10;8;8;6;10;6
Theft of/taking vehicle without the owners consent (TWOC);Herlev;17;12;10;15;9;11;11;6;15;11;13;7;7;8
Theft of/taking vehicle without the owners consent (TWOC);Hvidovre;31;30;35;23;20;12;27;20;18;23;16;16;10;15
Theft of/taking vehicle without the owners consent (TWOC);Høje-Taastrup;19;33;32;30;18;29;11;15;12;22;11;11;15;10
Theft of/taking vehicle without the owners consent (TWOC);Ishøj;6;11;12;11;7;11;4;4;17;13;6;8;8;6
Theft of/taking vehicle without the owners consent (TWOC);Lyngby-Taarbæk;5;14;9;17;11;13;14;18;13;4;7;7;9;5
Theft of/taking vehicle without the owners consent (TWOC);Rødovre;15;20;20;29;24;20;13;14;15;19;15;15;18;16
Theft of/taking vehicle without the owners consent (TWOC);Vallensbæk;6;8;8;7;1;2;0;2;3;4;3;2;1;0
Theft of/taking vehicle without the owners consent (TWOC);Allerød;1;2;3;7;1;7;7;5;2;2;5;3;1;1
Theft of/taking vehicle without the owners consent (TWOC);Egedal;2;14;17;22;9;8;5;10;8;7;5;8;4;12
Theft of/taking vehicle without the owners consent (TWOC);Fredensborg;3;8;13;18;2;14;6;9;2;4;6;5;4;4
Theft of/taking vehicle without the owners consent (TWOC);Frederikssund;12;11;14;18;10;15;22;17;12;15;16;16;14;17
Theft of/taking vehicle without the owners consent (TWOC);Furesø;8;12;11;10;10;7;6;10;3;12;8;5;7;4
Theft of/taking vehicle without the owners consent (TWOC);Gribskov;10;11;16;10;7;12;4;13;8;8;13;7;9;5
Theft of/taking vehicle without the owners consent (TWOC);Halsnæs;4;8;14;7;4;10;9;11;8;12;18;9;12;10
Theft of/taking vehicle without the owners consent (TWOC);Helsingør;15;12;19;23;20;13;11;14;14;19;31;13;28;10
Theft of/taking vehicle without the owners consent (TWOC);Hillerød;11;17;19;20;14;9;15;17;18;17;19;5;14;17
Theft of/taking vehicle without the owners consent (TWOC);Hørsholm;0;5;10;50;2;6;3;10;1;3;7;1;4;1
Theft of/taking vehicle without the owners consent (TWOC);Rudersdal;20;8;15;19;19;20;16;13;9;19;11;14;10;8
Theft of/taking vehicle without the owners consent (TWOC);Bornholm;13;18;12;11;17;8;18;5;3;7;4;6;7;7
Theft of/taking vehicle without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking vehicle without the owners consent (TWOC);Greve;10;17;27;20;16;23;11;10;17;15;9;12;13;11
Theft of/taking vehicle without the owners consent (TWOC);Køge;16;25;54;42;39;19;31;15;24;15;18;17;15;23
Theft of/taking vehicle without the owners consent (TWOC);Lejre;8;8;8;16;5;4;4;3;6;1;9;6;6;6
Theft of/taking vehicle without the owners consent (TWOC);Roskilde;24;46;32;26;24;21;17;12;21;21;26;22;21;27
Theft of/taking vehicle without the owners consent (TWOC);Solrød;4;9;3;5;3;6;3;2;5;6;5;4;1;6
Theft of/taking vehicle without the owners consent (TWOC);Faxe;5;18;15;19;9;5;17;12;7;15;15;22;9;27
Theft of/taking vehicle without the owners consent (TWOC);Guldborgsund;36;36;40;17;23;22;32;24;28;35;24;38;31;34
Theft of/taking vehicle without the owners consent (TWOC);Holbæk;14;37;25;20;34;30;23;24;13;35;40;18;16;24
Theft of/taking vehicle without the owners consent (TWOC);Kalundborg;20;31;18;35;41;33;21;37;19;28;16;26;17;22
Theft of/taking vehicle without the owners consent (TWOC);Lolland;33;22;46;20;27;18;27;12;21;36;22;35;24;38
Theft of/taking vehicle without the owners consent (TWOC);Næstved;24;49;27;33;25;22;27;17;27;35;37;28;26;35
Theft of/taking vehicle without the owners consent (TWOC);Odsherred;11;25;17;9;16;15;17;7;12;10;14;22;14;9
Theft of/taking vehicle without the owners consent (TWOC);Ringsted;16;21;9;27;23;22;12;13;12;15;5;17;8;11
Theft of/taking vehicle without the owners consent (TWOC);Slagelse;38;80;40;51;35;47;64;48;36;63;54;41;22;32
Theft of/taking vehicle without the owners consent (TWOC);Sorø;7;5;11;12;9;12;12;14;11;25;19;15;8;14
Theft of/taking vehicle without the owners consent (TWOC);Stevns;8;3;5;4;3;4;6;3;3;6;5;3;3;7
Theft of/taking vehicle without the owners consent (TWOC);Vordingborg;29;28;22;20;22;28;17;14;14;20;19;25;10;17
Theft of/taking vehicle without the owners consent (TWOC);Assens;22;20;29;12;19;12;7;8;14;16;13;15;27;41
Theft of/taking vehicle without the owners consent (TWOC);Faaborg-Midtfyn;32;20;21;19;19;17;15;9;13;9;17;17;14;19
Theft of/taking vehicle without the owners consent (TWOC);Kerteminde;6;5;8;3;4;5;12;7;9;2;2;8;6;11
Theft of/taking vehicle without the owners consent (TWOC);Langeland;3;11;10;5;6;4;2;2;0;3;1;5;8;3
Theft of/taking vehicle without the owners consent (TWOC);Middelfart;17;14;16;14;18;12;16;8;4;4;11;14;10;22
Theft of/taking vehicle without the owners consent (TWOC);Nordfyns;8;19;13;14;11;7;8;5;3;14;11;10;12;9
Theft of/taking vehicle without the owners consent (TWOC);Nyborg;10;16;9;10;5;16;12;8;18;12;7;7;11;9
Theft of/taking vehicle without the owners consent (TWOC);Odense;126;113;99;84;100;84;77;85;85;94;93;81;80;113
Theft of/taking vehicle without the owners consent (TWOC);Svendborg;9;29;23;31;18;11;7;15;21;8;13;11;10;12
Theft of/taking vehicle without the owners consent (TWOC);Ærø;6;9;1;0;1;3;1;2;0;3;2;1;0;0
Theft of/taking vehicle without the owners consent (TWOC);Billund;17;13;17;21;21;15;7;8;13;9;12;15;13;9
Theft of/taking vehicle without the owners consent (TWOC);Esbjerg;73;65;64;74;77;41;36;63;47;39;40;56;31;63
Theft of/taking vehicle without the owners consent (TWOC);Fanø;2;0;0;0;1;1;0;0;0;0;0;0;1;1
Theft of/taking vehicle without the owners consent (TWOC);Fredericia;38;27;30;36;29;28;31;26;18;20;18;24;23;20
Theft of/taking vehicle without the owners consent (TWOC);Haderslev;28;31;38;20;19;35;23;30;25;25;39;31;23;17
Theft of/taking vehicle without the owners consent (TWOC);Kolding;58;45;55;51;45;48;24;50;23;20;33;24;37;35
Theft of/taking vehicle without the owners consent (TWOC);Sønderborg;20;25;45;36;40;5;24;10;9;34;16;16;23;16
Theft of/taking vehicle without the owners consent (TWOC);Tønder;31;28;23;9;24;13;21;11;17;21;11;11;38;15
Theft of/taking vehicle without the owners consent (TWOC);Varde;18;32;26;41;25;16;27;12;10;17;23;17;21;17
Theft of/taking vehicle without the owners consent (TWOC);Vejen;43;24;28;53;41;25;24;14;17;16;14;14;12;9
Theft of/taking vehicle without the owners consent (TWOC);Vejle;45;35;54;49;45;45;37;34;31;35;34;27;32;35
Theft of/taking vehicle without the owners consent (TWOC);Aabenraa;53;44;33;39;31;40;27;20;22;29;22;32;38;30
Theft of/taking vehicle without the owners consent (TWOC);Favrskov;29;18;17;18;15;21;14;10;6;8;10;5;11;8
Theft of/taking vehicle without the owners consent (TWOC);Hedensted;22;26;16;12;22;16;9;13;8;6;2;6;9;13
Theft of/taking vehicle without the owners consent (TWOC);Horsens;86;60;87;45;59;30;34;35;29;22;20;20;22;28
Theft of/taking vehicle without the owners consent (TWOC);Norddjurs;33;23;14;18;9;8;16;11;11;13;11;15;12;10
Theft of/taking vehicle without the owners consent (TWOC);Odder;6;6;8;11;8;4;2;3;5;4;2;1;1;2
Theft of/taking vehicle without the owners consent (TWOC);Randers;44;57;38;48;53;39;50;33;43;27;32;25;33;50
Theft of/taking vehicle without the owners consent (TWOC);Samsø;1;4;0;0;2;2;2;0;0;3;0;0;0;0
Theft of/taking vehicle without the owners consent (TWOC);Silkeborg;15;30;46;33;32;27;36;28;25;25;29;15;28;23
Theft of/taking vehicle without the owners consent (TWOC);Skanderborg;24;22;26;11;21;14;11;10;5;6;8;5;4;4
Theft of/taking vehicle without the owners consent (TWOC);Syddjurs;15;26;15;11;22;12;11;5;12;8;10;6;13;11
Theft of/taking vehicle without the owners consent (TWOC);Aarhus;175;200;181;189;147;147;118;105;49;72;115;86;70;91
Theft of/taking vehicle without the owners consent (TWOC);Herning;29;31;52;34;33;32;22;31;25;38;43;43;45;39
Theft of/taking vehicle without the owners consent (TWOC);Holstebro;17;31;29;28;25;32;15;21;17;15;25;11;18;23
Theft of/taking vehicle without the owners consent (TWOC);Ikast-Brande;18;24;22;34;17;14;8;21;10;26;12;17;30;16
Theft of/taking vehicle without the owners consent (TWOC);Lemvig;9;8;5;6;7;11;3;6;2;1;4;4;7;2
Theft of/taking vehicle without the owners consent (TWOC);Ringkøbing-Skjern;33;23;20;27;22;27;20;25;10;9;15;9;3;21
Theft of/taking vehicle without the owners consent (TWOC);Skive;33;20;16;17;12;16;15;17;25;6;20;24;18;12
Theft of/taking vehicle without the owners consent (TWOC);Struer;10;17;12;12;8;6;10;6;7;2;7;10;1;4
Theft of/taking vehicle without the owners consent (TWOC);Viborg;45;41;42;39;33;29;35;31;39;18;39;52;49;37
Theft of/taking vehicle without the owners consent (TWOC);Brønderslev;13;22;22;16;16;9;13;6;10;5;7;6;4;4
Theft of/taking vehicle without the owners consent (TWOC);Frederikshavn;23;58;35;26;22;20;21;10;23;16;23;19;11;12
Theft of/taking vehicle without the owners consent (TWOC);Hjørring;39;49;40;37;35;20;16;10;19;12;17;6;12;12
Theft of/taking vehicle without the owners consent (TWOC);Jammerbugt;13;13;15;16;16;7;9;9;9;3;4;10;7;8
Theft of/taking vehicle without the owners consent (TWOC);Læsø;1;0;0;0;0;0;0;0;1;0;1;2;0;1
Theft of/taking vehicle without the owners consent (TWOC);Mariagerfjord;26;20;41;25;17;17;14;4;12;9;12;13;11;14
Theft of/taking vehicle without the owners consent (TWOC);Morsø;19;14;19;10;11;10;4;6;10;9;10;10;8;7
Theft of/taking vehicle without the owners consent (TWOC);Rebild;4;14;16;8;17;9;8;7;2;3;8;9;9;3
Theft of/taking vehicle without the owners consent (TWOC);Thisted;15;24;32;21;17;17;11;22;11;5;27;16;12;13
Theft of/taking vehicle without the owners consent (TWOC);Vesthimmerlands;25;36;23;18;20;10;27;17;18;15;15;14;14;3
Theft of/taking vehicle without the owners consent (TWOC);Aalborg;128;143;116;130;134;89;48;47;40;39;60;37;39;33
Theft of/taking vehicle without the owners consent (TWOC);Unknown municipality;33;35;38;20;33;20;48;5;11;7;14;11;11;34
Theft of/taking moped without the owners consent (TWOC);Copenhagen;45;35;32;23;15;13;7;6;9;6;5;1;8;8
Theft of/taking moped without the owners consent (TWOC);Frederiksberg;2;3;3;3;2;2;5;0;0;1;1;0;0;0
Theft of/taking moped without the owners consent (TWOC);Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Tårnby;5;1;5;2;6;1;1;0;1;1;0;1;0;0
Theft of/taking moped without the owners consent (TWOC);Albertslund;3;2;1;1;0;0;0;0;0;0;0;3;0;0
Theft of/taking moped without the owners consent (TWOC);Ballerup;2;2;9;0;2;1;2;2;2;0;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Brøndby;5;5;1;0;1;1;1;0;0;0;0;0;0;2
Theft of/taking moped without the owners consent (TWOC);Gentofte;3;1;0;1;0;0;0;0;0;0;1;0;0;1
Theft of/taking moped without the owners consent (TWOC);Gladsaxe;4;7;3;3;0;3;2;0;2;3;0;3;0;2
Theft of/taking moped without the owners consent (TWOC);Glostrup;2;3;2;1;0;1;0;0;0;1;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Herlev;6;1;2;4;4;1;3;1;0;0;1;0;1;1
Theft of/taking moped without the owners consent (TWOC);Hvidovre;8;6;4;1;9;5;1;0;1;0;0;0;1;1
Theft of/taking moped without the owners consent (TWOC);Høje-Taastrup;2;2;2;0;0;3;1;1;2;2;0;1;0;0
Theft of/taking moped without the owners consent (TWOC);Ishøj;2;2;0;2;0;0;0;0;0;1;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Lyngby-Taarbæk;5;1;0;1;0;2;0;1;0;1;0;1;1;0
Theft of/taking moped without the owners consent (TWOC);Rødovre;7;8;7;1;3;0;1;1;1;0;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Vallensbæk;1;0;1;1;0;0;0;1;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Allerød;0;1;0;1;0;0;0;0;2;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Egedal;1;3;2;0;0;0;1;1;1;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Fredensborg;1;3;0;0;0;0;1;1;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Frederikssund;5;3;6;1;0;0;0;0;0;0;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Furesø;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Gribskov;0;1;2;1;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Halsnæs;6;10;3;3;0;1;6;2;0;1;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Helsingør;6;7;7;2;7;1;4;3;5;0;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Hillerød;3;1;5;0;1;0;0;1;1;0;0;0;1;1
Theft of/taking moped without the owners consent (TWOC);Hørsholm;1;2;1;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Rudersdal;3;2;4;2;2;1;0;1;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Bornholm;6;5;1;4;17;2;2;1;0;3;4;0;0;0
Theft of/taking moped without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Greve;3;0;0;3;3;2;1;2;0;0;0;1;1;0
Theft of/taking moped without the owners consent (TWOC);Køge;5;4;10;1;2;0;3;1;0;1;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Lejre;3;0;1;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Roskilde;11;10;4;3;6;0;1;2;2;3;1;1;0;1
Theft of/taking moped without the owners consent (TWOC);Solrød;0;0;0;1;0;2;0;0;0;0;0;1;0;0
Theft of/taking moped without the owners consent (TWOC);Faxe;7;2;2;0;2;1;0;3;1;0;1;0;0;0
Theft of/taking moped without the owners consent (TWOC);Guldborgsund;15;7;7;3;2;2;3;1;2;1;2;3;0;1
Theft of/taking moped without the owners consent (TWOC);Holbæk;1;4;1;4;6;4;0;4;1;2;0;2;0;0
Theft of/taking moped without the owners consent (TWOC);Kalundborg;6;5;5;4;4;1;2;1;0;1;0;0;0;2
Theft of/taking moped without the owners consent (TWOC);Lolland;14;9;4;7;2;1;2;0;1;4;1;0;5;3
Theft of/taking moped without the owners consent (TWOC);Næstved;13;5;10;2;2;8;5;3;1;2;5;1;3;1
Theft of/taking moped without the owners consent (TWOC);Odsherred;4;1;0;0;1;3;1;0;0;0;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Ringsted;6;2;4;1;1;1;0;1;1;0;0;0;1;2
Theft of/taking moped without the owners consent (TWOC);Slagelse;9;5;4;2;3;1;2;4;0;5;0;3;1;1
Theft of/taking moped without the owners consent (TWOC);Sorø;1;2;1;4;2;0;1;1;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Stevns;2;0;0;1;0;0;1;2;0;1;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Vordingborg;9;5;4;3;2;2;1;0;0;0;2;1;1;0
Theft of/taking moped without the owners consent (TWOC);Assens;3;1;2;3;1;1;1;0;0;1;0;0;2;0
Theft of/taking moped without the owners consent (TWOC);Faaborg-Midtfyn;5;4;5;6;1;1;0;0;0;1;1;1;0;1
Theft of/taking moped without the owners consent (TWOC);Kerteminde;3;0;3;1;2;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Langeland;3;3;2;0;1;3;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Middelfart;5;3;4;1;3;2;0;0;0;0;2;1;1;1
Theft of/taking moped without the owners consent (TWOC);Nordfyns;4;1;1;1;0;1;2;0;1;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Nyborg;3;4;5;2;2;3;0;1;0;0;1;0;0;1
Theft of/taking moped without the owners consent (TWOC);Odense;47;23;12;8;14;10;6;23;7;5;3;9;5;6
Theft of/taking moped without the owners consent (TWOC);Svendborg;6;18;10;8;3;2;2;3;1;2;2;1;1;3
Theft of/taking moped without the owners consent (TWOC);Ærø;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Billund;4;0;1;2;1;1;2;1;0;0;0;0;1;1
Theft of/taking moped without the owners consent (TWOC);Esbjerg;34;32;18;28;16;15;9;8;5;4;13;5;3;6
Theft of/taking moped without the owners consent (TWOC);Fanø;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Fredericia;14;6;6;12;1;4;7;6;1;0;0;0;0;3
Theft of/taking moped without the owners consent (TWOC);Haderslev;12;11;8;2;2;7;7;7;2;4;1;2;0;2
Theft of/taking moped without the owners consent (TWOC);Kolding;18;14;6;10;6;2;3;2;5;5;1;1;2;3
Theft of/taking moped without the owners consent (TWOC);Sønderborg;12;13;9;10;7;6;6;2;5;7;2;1;3;4
Theft of/taking moped without the owners consent (TWOC);Tønder;8;2;3;1;4;3;1;2;2;3;3;1;5;1
Theft of/taking moped without the owners consent (TWOC);Varde;11;5;8;5;3;2;1;4;1;0;1;4;1;1
Theft of/taking moped without the owners consent (TWOC);Vejen;9;8;6;4;4;2;2;2;2;1;1;0;1;0
Theft of/taking moped without the owners consent (TWOC);Vejle;28;14;10;3;7;4;1;5;4;3;1;0;0;2
Theft of/taking moped without the owners consent (TWOC);Aabenraa;14;7;11;11;8;7;7;3;0;1;1;4;2;2
Theft of/taking moped without the owners consent (TWOC);Favrskov;4;3;2;0;3;1;1;2;1;1;0;1;0;1
Theft of/taking moped without the owners consent (TWOC);Hedensted;4;1;3;2;2;0;0;1;1;0;0;1;1;0
Theft of/taking moped without the owners consent (TWOC);Horsens;15;13;10;8;9;7;2;9;2;0;1;3;0;2
Theft of/taking moped without the owners consent (TWOC);Norddjurs;8;4;7;3;3;2;1;1;0;1;1;1;0;0
Theft of/taking moped without the owners consent (TWOC);Odder;0;4;0;1;0;1;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Randers;23;14;6;11;8;11;7;1;2;0;7;0;2;5
Theft of/taking moped without the owners consent (TWOC);Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Silkeborg;16;9;4;5;8;4;3;2;1;1;1;1;3;2
Theft of/taking moped without the owners consent (TWOC);Skanderborg;5;3;1;2;0;4;1;1;0;0;1;0;1;0
Theft of/taking moped without the owners consent (TWOC);Syddjurs;4;2;5;2;1;3;0;0;0;0;0;0;1;1
Theft of/taking moped without the owners consent (TWOC);Aarhus;50;26;16;18;20;13;15;21;3;7;4;9;5;2
Theft of/taking moped without the owners consent (TWOC);Herning;8;6;6;3;3;7;3;2;1;1;3;1;0;2
Theft of/taking moped without the owners consent (TWOC);Holstebro;14;8;7;3;0;3;2;0;1;1;2;1;1;1
